,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Distance,Council Area,Population,Schools,Hospitals,Sports facilities,Woolies,Coles
863,Cheltenham,3/120 Centre Dandenong Rd,2,u,580000.0,S,OBrien,07-05-2016,3192,Southern Metropolitan,17.9,Bayside City Council,22291,5,1,23,0,0
864,Cheltenham,2/12 Crawford St,2,h,780501.0,SP,Ray,07-05-2016,3192,Southern Metropolitan,17.9,Bayside City Council,22291,5,1,23,0,0
865,Cheltenham,10 Eden St,4,h,940000.0,S,Ray,07-05-2016,3192,Southern Metropolitan,17.9,Bayside City Council,22291,5,1,23,0,0
866,Cheltenham,4/11 Hannah St,2,u,510000.0,VB,Greg,07-05-2016,3192,Southern Metropolitan,17.9,Bayside City Council,22291,5,1,23,0,0
867,Cheltenham,1b Norma Av,3,t,792000.0,S,Buxton,07-05-2016,3192,Southern Metropolitan,17.9,Bayside City Council,22291,5,1,23,0,0
868,Cheltenham,17 Tintern Mw,3,h,620000.0,PI,Buxton,07-05-2016,3192,Southern Metropolitan,17.9,Bayside City Council,22291,5,1,23,0,0
869,Cheltenham,243 Warrigal Rd,3,h,696000.0,SP,OBrien,07-05-2016,3192,Southern Metropolitan,17.9,Bayside City Council,22291,5,1,23,0,0
870,Clayton,3/30 Bettina St,5,t,753500.0,S,LJ,07-05-2016,3168,South-Eastern Metropolitan,16.7,Monash City Council,19358,2,6,26,1,2
871,Clayton,106 Clayton Rd,7,h,1200000.0,S,Harcourts,07-05-2016,3168,South-Eastern Metropolitan,16.7,Monash City Council,19358,2,6,26,1,2
872,Clayton,261 Clayton Rd,2,h,1820000.0,S,Harcourts,07-05-2016,3168,South-Eastern Metropolitan,16.7,Monash City Council,19358,2,6,26,1,2
873,Clayton,1/364 Haughton Rd,3,t,685000.0,S,Buxton,07-05-2016,3168,South-Eastern Metropolitan,16.7,Monash City Council,19358,2,6,26,1,2
874,Clayton South,7 Beswick St,3,h,650000.0,S,Woodards,07-05-2016,3169,South-Eastern Metropolitan,17.5,Kingston City Council,12642,6,0,13,0,0
875,Clayton South,23 Crimson Gr,3,h,732000.0,S,Ray,07-05-2016,3169,South-Eastern Metropolitan,17.5,Kingston City Council,12642,6,0,13,0,0
876,Coburg,15/1 Manna Gum Ct,3,t,550000.0,PI,Brace,07-05-2016,3058,Northern Metropolitan,6.7,Darebin City Council,26185,12,2,33,1,2
877,Coburg,20A Queen St,2,t,790000.0,S,Raine,07-05-2016,3058,Northern Metropolitan,6.7,Darebin City Council,26185,12,2,33,1,2
878,Coburg,56 Rose St,3,h,1100000.0,VB,Nelson,07-05-2016,3058,Northern Metropolitan,6.7,Darebin City Council,26185,12,2,33,1,2
879,Coburg North,7 Manly Ct,3,h,700000.0,S,Nelson,07-05-2016,3058,Northern Metropolitan,6.7,Darebin City Council,7601,12,2,33,1,1
880,Craigieburn,8 Berrima Cl,4,h,440000.0,S,Ray,07-05-2016,3064,Northern Metropolitan,20.6,Hume City Council,50347,17,1,43,1,1
881,Craigieburn,16 Grinstead Ct,3,h,397000.0,S,Ray,07-05-2016,3064,Northern Metropolitan,20.6,Hume City Council,50347,17,1,43,1,1
882,Craigieburn,18 Milburn Pl,3,h,438000.0,S,Ray,07-05-2016,3064,Northern Metropolitan,20.6,Hume City Council,50347,17,1,43,1,1
883,Craigieburn,3 Whitley Cr,3,h,337500.0,S,Ray,07-05-2016,3064,Northern Metropolitan,20.6,Hume City Council,50347,17,1,43,1,1
884,Cranbourne East,52 Thunderbolt Dr,4,h,603000.0,S,O'Brien,07-05-2016,3977,South-Eastern Metropolitan,34.7,Casey City Council,16195,19,1,61,0,0
885,Croydon Hills,36 Lemongrove Cr,4,h,660000.0,S,Max,07-05-2016,3136,Eastern Metropolitan,23.0,Maroondah City Council,4992,12,1,56,0,0
886,Croydon South,3a King St,3,h,630000.0,S,Harcourts,07-05-2016,3136,Eastern Metropolitan,23.0,Maroondah City Council,4572,12,1,56,0,0
887,Dandenong,29 Oswald St,3,h,606500.0,S,LJ,07-05-2016,3175,South-Eastern Metropolitan,24.7,Greater Dandenong City Council,29906,15,5,47,1,2
888,Dingley Village,6 Fredman Ct,4,h,925500.0,S,Ray,07-05-2016,3172,South-Eastern Metropolitan,22.2,Kingston City Council,10320,7,0,15,0,0
889,Dingley Village,6 Glenelg Ct,4,h,672000.0,S,Buxton,07-05-2016,3172,South-Eastern Metropolitan,22.2,Kingston City Council,10320,7,0,15,0,0
890,Dingley Village,42 Kingswood Dr,4,h,740000.0,S,Ray,07-05-2016,3172,South-Eastern Metropolitan,22.2,Kingston City Council,10320,7,0,15,0,0
891,Doncaster,5 Arnold Gr,4,h,1868000.0,S,hockingstuart,07-05-2016,3108,Eastern Metropolitan,12.4,Manningham City Council,20946,4,0,18,1,2
892,Doncaster,72 Board St,3,h,920000.0,PI,Ray,07-05-2016,3108,Eastern Metropolitan,12.4,Manningham City Council,20946,4,0,18,1,2
893,Doncaster,22 Saxon St,4,h,1050000.0,PI,Barry,07-05-2016,3108,Eastern Metropolitan,12.4,Manningham City Council,20946,4,0,18,1,2
894,Doncaster,37 Tullamore Av,5,h,1550000.0,PI,Barry,07-05-2016,3108,Eastern Metropolitan,12.4,Manningham City Council,20946,4,0,18,1,2
895,Doncaster East,106 Beverley St,3,h,1215000.0,S,Jellis,07-05-2016,3109,Eastern Metropolitan,14.3,Manningham City Council,28360,7,1,17,0,0
896,Doncaster East,2/50 Devon Dr,2,u,689990.0,S,Barry,07-05-2016,3109,Eastern Metropolitan,14.3,Manningham City Council,28360,7,1,17,0,0
897,Doncaster East,41 Fernlea Cr,5,h,1364100.0,S,Barry,07-05-2016,3109,Eastern Metropolitan,14.3,Manningham City Council,28360,7,1,17,0,0
898,Doncaster East,11 Leura St,2,h,1461000.0,S,Jellis,07-05-2016,3109,Eastern Metropolitan,14.3,Manningham City Council,28360,7,1,17,0,0
899,Doncaster East,12 McCubbin Tce,4,h,1345000.0,S,Barry,07-05-2016,3109,Eastern Metropolitan,14.3,Manningham City Council,28360,7,1,17,0,0
900,Doncaster East,54 Newlands Cr,4,h,1250000.0,PI,Barry,07-05-2016,3109,Eastern Metropolitan,14.3,Manningham City Council,28360,7,1,17,0,0
901,Doncaster East,31a Roger St,3,t,980000.0,S,Fletchers,07-05-2016,3109,Eastern Metropolitan,14.3,Manningham City Council,28360,7,1,17,0,0
902,Donvale,1 Greenview Cl,4,h,1080000.0,S,Barry,07-05-2016,3111,Eastern Metropolitan,16.1,Manningham City Council,12347,4,0,16,1,1
903,Edithvale,1/13 French Av,3,h,675500.0,S,Hodges,07-05-2016,3196,South-Eastern Metropolitan,27.0,Kingston City Council,5806,5,1,31,0,0
904,Elsternwick,4 Buxton St,3,h,1755000.0,S,Gary,07-05-2016,3185,Southern Metropolitan,7.2,Glen Eira City Council,10349,5,2,7,1,1
905,Elsternwick,44 Hartington St,4,h,1400000.0,SP,Biggin,07-05-2016,3185,Southern Metropolitan,7.2,Glen Eira City Council,10349,5,2,7,1,1
906,Eltham,27 Onkara Ct,3,h,725000.0,SA,Fletchers,07-05-2016,3095,Eastern Metropolitan,18.0,Banyule City Council,18314,11,0,32,1,1
907,Eltham North,23 Dunbarton Dr,4,h,670000.0,S,Barry,07-05-2016,3095,Eastern Metropolitan,18.0,Banyule City Council,6805,11,0,32,0,0
908,Elwood,7/8 John St,1,u,357000.0,S,Chisholm,07-05-2016,3184,Southern Metropolitan,7.2,Port Phillip City Council,15543,4,1,9,0,0
909,Elwood,29 Mason Av,2,h,1110000.0,S,hockingstuart,07-05-2016,3184,Southern Metropolitan,7.2,Port Phillip City Council,15543,4,1,9,0,0
910,Elwood,103/115 Tennyson St,2,u,685000.0,PI,Marshall,07-05-2016,3184,Southern Metropolitan,7.2,Port Phillip City Council,15543,4,1,9,0,0
911,Epping,57 Carlisle Dr,3,h,431000.0,SP,Ray,07-05-2016,3076,Northern Metropolitan,19.6,Whittlesea City Council,32395,11,2,30,1,1
912,Epping,4 Edgware Ct,3,h,480000.0,S,Harcourts,07-05-2016,3076,Northern Metropolitan,19.6,Whittlesea City Council,32395,11,2,30,1,1
913,Epping,5 Fulham Wy,5,h,730000.0,S,Harcourts,07-05-2016,3076,Northern Metropolitan,19.6,Whittlesea City Council,32395,11,2,30,1,1
914,Epping,13 Memorial Av,3,h,635000.0,S,Iconek,07-05-2016,3076,Northern Metropolitan,19.6,Whittlesea City Council,32395,11,2,30,1,1
915,Epping,18 Wigan Cl,4,h,570000.0,SP,Iconek,07-05-2016,3076,Northern Metropolitan,19.6,Whittlesea City Council,32395,11,2,30,1,1
916,Essendon,17 Cooper St,3,h,1365000.0,S,Nelson,07-05-2016,3040,Western Metropolitan,7.5,Moonee Valley City Council,20596,10,1,28,1,1
917,Essendon,45 Ogilvie St,2,h,1130000.0,SP,Barry,07-05-2016,3040,Western Metropolitan,7.5,Moonee Valley City Council,20596,10,1,28,1,1
918,Essendon West,10 Beryl St,3,h,1245000.0,S,Brad,07-05-2016,3040,Western Metropolitan,7.5,Moonee Valley City Council,1439,10,1,28,0,0
919,Essendon West,24a Emerald St,4,t,1120000.0,SP,Nelson,07-05-2016,3040,Western Metropolitan,7.5,Moonee Valley City Council,1439,10,1,28,0,0
920,Fairfield,17 Langridge St,3,h,1330000.0,S,Barry,07-05-2016,3078,Northern Metropolitan,5.7,Darebin City Council,6558,4,1,15,0,0
921,Fairfield,229 Rathmines St,2,h,1220000.0,S,Jellis,07-05-2016,3078,Northern Metropolitan,5.7,Darebin City Council,6558,4,1,15,0,0
922,Fairfield,197 Station St,4,h,1160000.0,PI,Nelson,07-05-2016,3078,Northern Metropolitan,5.7,Darebin City Council,6558,4,1,15,0,0
923,Fawkner,7 Alec Cr,3,h,585000.0,S,Ray,07-05-2016,3060,Northern Metropolitan,13.1,Hume City Council,14043,6,0,12,0,0
924,Fawkner,20 Penn Ct,3,h,662000.0,SP,Alexkarbon,07-05-2016,3060,Northern Metropolitan,13.1,Hume City Council,14043,6,0,12,0,0
925,Fawkner,46 Percy St,3,h,615000.0,S,Ray,07-05-2016,3060,Northern Metropolitan,13.1,Hume City Council,14043,6,0,12,0,0
926,Fawkner,1/14 Preston St,3,t,500000.0,VB,Stockdale,07-05-2016,3060,Northern Metropolitan,13.1,Hume City Council,14043,6,0,12,0,0
927,Fitzroy,502/69 Victoria St,2,u,692000.0,S,Nelson,07-05-2016,3065,Northern Metropolitan,2.1,Yarra City Council,10445,4,3,29,1,1
928,Footscray,6/114 Commercial Rd,1,u,291000.0,PI,Sweeney,07-05-2016,3011,Western Metropolitan,5.1,Maribyrnong City Council,16345,5,8,28,1,1
929,Footscray,3/8 Eleanor St,2,h,375000.0,S,Sweeney,07-05-2016,3011,Western Metropolitan,5.1,Maribyrnong City Council,16345,5,8,28,1,1
930,Footscray,2 Jerrold St,2,h,736000.0,S,hockingstuart,07-05-2016,3011,Western Metropolitan,5.1,Maribyrnong City Council,16345,5,8,28,1,1
931,Footscray,8 Jerrold St,2,h,752000.0,SP,Jas,07-05-2016,3011,Western Metropolitan,5.1,Maribyrnong City Council,16345,5,8,28,1,1
932,Frankston,40 Fingal Dr,4,h,450000.0,SP,U,07-05-2016,3199,South-Eastern Metropolitan,38.0,Frankston City Council,36097,19,7,79,1,1
933,Frankston South,20 Alicudi Av,5,h,1020000.0,S,Ray,07-05-2016,3199,South-Eastern Metropolitan,38.0,Frankston City Council,18199,19,7,79,0,0
934,Gladstone Park,3 Burgess Cl,3,h,510000.0,SP,Barry,07-05-2016,3043,Western Metropolitan,12.9,Hume City Council,8338,5,0,30,0,0
935,Glen Huntly,4/12 Park Av,3,u,650000.0,PI,hockingstuart,07-05-2016,3163,Southern Metropolitan,10.1,Glen Eira City Council,5040,5,0,28,0,0
936,Glen Iris,1/23 Aintree Rd,2,u,550000.0,SP,Jellis,07-05-2016,3146,Southern Metropolitan,7.3,Boroondara City Council,25268,6,2,21,0,0
937,Glen Iris,7 Flowerdale Rd,3,h,2100000.0,VB,Marshall,07-05-2016,3146,Southern Metropolitan,7.3,Boroondara City Council,25268,6,2,21,0,0
938,Glen Iris,12 Grandview Av,3,h,1520000.0,PI,Marshall,07-05-2016,3146,Southern Metropolitan,7.3,Boroondara City Council,25268,6,2,21,0,0
939,Glen Iris,48 Martin Rd,3,h,2115000.0,S,Jellis,07-05-2016,3146,Southern Metropolitan,7.3,Boroondara City Council,25268,6,2,21,0,0
940,Glen Iris,73 Pascoe St,3,h,1700000.0,S,Jellis,07-05-2016,3146,Southern Metropolitan,7.3,Boroondara City Council,25268,6,2,21,0,0
941,Glen Iris,16 Vincent St,4,h,3500000.0,S,Kay,07-05-2016,3146,Southern Metropolitan,7.3,Boroondara City Council,25268,6,2,21,0,0
942,Glen Iris,12 Walerna Rd,3,h,1750000.0,S,Jellis,07-05-2016,3146,Southern Metropolitan,7.3,Boroondara City Council,25268,6,2,21,0,0
943,Glen Waverley,29 Grantley Dr,4,h,1135000.0,PI,Barry,07-05-2016,3150,Eastern Metropolitan,16.7,Monash City Council,40327,21,2,51,0,0
944,Glen Waverley,25 Kincumber Dr,5,h,1100000.0,SP,HAR,07-05-2016,3150,Eastern Metropolitan,16.7,Monash City Council,40327,21,2,51,0,0
945,Glen Waverley,22 Lincoln Av,3,h,1650000.0,SA,Barry,07-05-2016,3150,Eastern Metropolitan,16.7,Monash City Council,40327,21,2,51,0,0
946,Glen Waverley,7 Matthew St,3,h,1730000.0,PI,Barry,07-05-2016,3150,Eastern Metropolitan,16.7,Monash City Council,40327,21,2,51,0,0
947,Glen Waverley,8 Tanner St,4,h,1000000.0,VB,Barry,07-05-2016,3150,Eastern Metropolitan,16.7,Monash City Council,40327,21,2,51,0,0
948,Glenroy,1c Barwon St,2,h,540000.0,VB,Nelson,07-05-2016,3046,Northern Metropolitan,11.2,Moreland City Council,22245,12,0,26,1,1
949,Glenroy,1/23 Gordon Ct,3,t,500000.0,SP,Stockdale,07-05-2016,3046,Northern Metropolitan,11.2,Moreland City Council,22245,12,0,26,1,1
950,Glenroy,23 Tarana Av,3,h,625000.0,S,Barry,07-05-2016,3046,Northern Metropolitan,11.2,Moreland City Council,22245,12,0,26,1,1
951,Gowanbrae,39 Balerno Cir,3,t,468000.0,S,Nelson,07-05-2016,3043,Western Metropolitan,12.9,Moreland City Council,2773,5,0,30,0,0
952,Greensborough,6/50 Hume St,2,u,446000.0,SP,Buckingham,07-05-2016,3088,Northern Metropolitan,16.1,Banyule City Council,20821,11,1,30,1,1
953,Greensborough,14 Liat Wy,3,h,620000.0,S,Buckingham,07-05-2016,3088,Northern Metropolitan,16.1,Banyule City Council,20821,11,1,30,1,1
954,Hadfield,2/32 David St,4,u,581000.0,S,Barry,07-05-2016,3046,Northern Metropolitan,11.2,Moreland City Council,5610,12,0,26,0,0
955,Hampton,72b David St,2,t,890000.0,S,Hodges,07-05-2016,3188,Southern Metropolitan,13.8,Bayside City Council,13391,2,1,19,1,1
956,Hampton,66a Thomas St,3,h,1120000.0,S,hockingstuart,07-05-2016,3188,Southern Metropolitan,13.8,Bayside City Council,13391,2,1,19,1,1
957,Hampton Park,32 Lesley Dr,5,h,455000.0,PI,O'Brien,07-05-2016,3976,South-Eastern Metropolitan,33.3,Casey City Council,25530,6,1,12,1,1
958,Hawthorn,302/157 Burwood Rd,1,u,350000.0,VB,Marshall,07-05-2016,3122,Southern Metropolitan,5.3,Boroondara City Council,23511,8,2,27,0,0
959,Hawthorn,13/5 Denham St,2,u,753000.0,S,Marshall,07-05-2016,3122,Southern Metropolitan,5.3,Boroondara City Council,23511,8,2,27,0,0
960,Hawthorn,7/21 Elphin Gr,1,u,330000.0,PI,RT,07-05-2016,3122,Southern Metropolitan,5.3,Boroondara City Council,23511,8,2,27,0,0
961,Hawthorn,14 Malmsbury St,3,h,1420000.0,S,Marshall,07-05-2016,3122,Southern Metropolitan,5.3,Boroondara City Council,23511,8,2,27,0,0
962,Hawthorn East,1051 Burke Rd,3,h,1615000.0,S,Jellis,07-05-2016,3123,Southern Metropolitan,6.2,Boroondara City Council,14321,5,1,17,0,0
963,Hawthorn East,2/2 Myrniong Gr,3,h,1600000.0,VB,Marshall,07-05-2016,3123,Southern Metropolitan,6.2,Boroondara City Council,14321,5,1,17,0,0
964,Hawthorn East,310 Riversdale Rd,3,h,1450000.0,PI,hockingstuart,07-05-2016,3123,Southern Metropolitan,6.2,Boroondara City Council,14321,5,1,17,0,0
965,Heidelberg Heights,1/8 Lawson Pde,3,h,495000.0,S,Barry,07-05-2016,3081,Eastern Metropolitan,8.8,Banyule City Council,6087,2,2,19,0,0
966,Heidelberg Heights,39 Marie Av,3,h,660000.0,SP,Miles,07-05-2016,3081,Eastern Metropolitan,8.8,Banyule City Council,6087,2,2,19,0,0
967,Heidelberg West,2/287 Liberty Pde,2,t,370000.0,VB,Miles,07-05-2016,3081,Eastern Metropolitan,8.8,Banyule City Council,5545,2,2,19,0,0
968,Highett,107/3 Remington Dr,1,u,380000.0,PI,Ray,07-05-2016,3190,Southern Metropolitan,16.0,Bayside City Council,10454,1,0,15,0,0
969,Hillside,93 Allenby Rd,4,h,420000.0,S,Ray,07-05-2016,3037,Western Metropolitan,18.0,Brimbank City Council,193,8,1,17,0,0
970,Hoppers Crossing,591 Tarneit Rd,4,h,1301000.0,S,RW,07-05-2016,3029,Western Metropolitan,18.4,Wyndham City Council,38701,19,0,47,1,1
971,Hughesdale,2/19 Swindon Rd,3,t,828000.0,S,Ray,07-05-2016,3166,Southern Metropolitan,12.3,Monash City Council,7556,7,0,43,0,0
972,Ivanhoe,6/105 Locksley Rd,2,u,490000.0,S,Miles,07-05-2016,3079,Eastern Metropolitan,7.8,Banyule City Council,12171,6,2,24,1,1
973,Ivanhoe,5/52 Locksley Rd,2,u,739000.0,S,Miles,07-05-2016,3079,Eastern Metropolitan,7.8,Banyule City Council,12171,6,2,24,1,1
974,Ivanhoe,7 Robbins St,3,h,1340000.0,S,Miles,07-05-2016,3079,Eastern Metropolitan,7.8,Banyule City Council,12171,6,2,24,1,1
975,Ivanhoe East,11 Warncliffe Rd,3,h,2150000.0,S,Miles,07-05-2016,3079,Eastern Metropolitan,7.8,Banyule City Council,3815,6,2,24,0,0
976,Jacana,147 Sunset Bvd,3,h,350000.0,PI,Barry,07-05-2016,3047,Northern Metropolitan,14.0,Hume City Council,2128,13,1,31,0,0
977,Kealba,3 McGrath Cl,3,h,365000.0,SP,Brad,07-05-2016,3021,Western Metropolitan,14.0,Brimbank City Council,3194,18,4,32,0,0
978,Keilor,1 Tarwin Ct,3,h,637000.0,S,Brad,07-05-2016,3036,Western Metropolitan,14.5,Brimbank City Council,5853,3,1,12,1,1
979,Keilor East,27 Judith St,3,h,772000.0,S,Nelson,07-05-2016,3033,Western Metropolitan,11.7,Brimbank City Council,14514,2,0,17,0,0
980,Keilor East,9a The Crossway,3,h,650000.0,SP,Nelson,07-05-2016,3033,Western Metropolitan,11.7,Brimbank City Council,14514,2,0,17,0,0
981,Kensington,47 Barnett St,3,h,961000.0,S,Jellis,07-05-2016,3031,Northern Metropolitan,3.4,Melbourne City Council,10812,7,0,3,0,0
982,Kensington,72 Bayswater Rd,3,h,1271000.0,S,Edward,07-05-2016,3031,Northern Metropolitan,3.4,Melbourne City Council,10812,7,0,3,0,0
983,Kensington,67 Collett St,3,h,1010000.0,PI,Edward,07-05-2016,3031,Northern Metropolitan,3.4,Melbourne City Council,10812,7,0,3,0,0
984,Kensington,4/130 Kensington Rd,2,t,750000.0,S,Rendina,07-05-2016,3031,Northern Metropolitan,3.4,Melbourne City Council,10812,7,0,3,0,0
985,Kensington,15 Ormond St,4,h,1675000.0,S,Rendina,07-05-2016,3031,Northern Metropolitan,3.4,Melbourne City Council,10812,7,0,3,0,0
986,Kensington,103/70 Speakmen St,2,u,450000.0,S,Rendina,07-05-2016,3031,Northern Metropolitan,3.4,Melbourne City Council,10812,7,0,3,0,0
987,Kensington,1 Watsons Wk,3,t,798000.0,S,Rendina,07-05-2016,3031,Northern Metropolitan,3.4,Melbourne City Council,10812,7,0,3,0,0
988,Kew,36 Belmont Av,3,h,1800000.0,S,Jellis,07-05-2016,3101,Southern Metropolitan,5.4,Boroondara City Council,24605,11,5,13,1,1
989,Kew,71 Cecil St,4,h,2200000.0,S,Marshall,07-05-2016,3101,Southern Metropolitan,5.4,Boroondara City Council,24605,11,5,13,1,1
990,Kew,14 Studley Av,4,h,3700000.0,VB,Nelson,07-05-2016,3101,Southern Metropolitan,5.4,Boroondara City Council,24605,11,5,13,1,1
991,Kew East,2/37 Strathalbyn St,2,u,605000.0,S,Nelson,07-05-2016,3102,Southern Metropolitan,7.3,Boroondara City Council,6635,3,1,13,0,0
992,Keysborough,13 Blanchard Av,4,h,735000.0,S,Branon,07-05-2016,3173,South-Eastern Metropolitan,25.2,Greater Dandenong City Council,25785,6,0,33,1,1
993,Keysborough,2 Luton Ct,3,h,570000.0,S,RW,07-05-2016,3173,South-Eastern Metropolitan,25.2,Greater Dandenong City Council,25785,6,0,33,1,1
994,Kings Park,22 Wattle Av,3,h,403500.0,S,Nelson,07-05-2016,3021,Western Metropolitan,14.0,Brimbank City Council,8198,18,4,32,0,0
995,Kingsville,4 Kingsville St,2,h,816000.0,S,Village,07-05-2016,3012,Western Metropolitan,6.4,Maribyrnong City Council,3946,6,0,29,0,0
996,Kingsville,104 Williamstown Rd,2,h,677500.0,S,Jas,07-05-2016,3012,Western Metropolitan,6.4,Maribyrnong City Council,3946,6,0,29,0,0
997,Kurunjang,67 Smoult Dr,4,h,388000.0,S,Ray,07-05-2016,3337,Northern Victoria,31.7,Melton City Council,10070,14,1,55,0,0
998,Lalor,39 Kingsway Dr,3,h,451500.0,S,Harcourts,07-05-2016,3075,Northern Metropolitan,16.3,Whittlesea City Council,22594,8,0,14,1,1
999,Lower Plenty,85 Bolton St,4,h,800100.0,SP,Buckingham,07-05-2016,3093,Eastern Metropolitan,14.6,Banyule City Council,3891,1,0,5,0,0
